user_id,Action,Adventure,Racing,Simulation,Sports,Strategy
76561198105832212,0,0,0,0,0,0
76561198088605004,0,0,0,0,0,0
shillenide,0,0,0,0,0,0
Albertnathy,0,0,0,0,0,0
76561198066565650,0,0,0,0,0,0
0700464574757,0,0,0,0,0,0
76561198064181645,0,0,0,0,0,0
76561198073105847,0,0,0,0,0,0
albob999,0,0,0,0,0,0
76561198092496695,0,0,0,0,0,0
76561198098242069,0,0,0,0,0,0
76561198081843363,0,0,0,0,0,0
Alcestcik,0,0,0,0,0,0
76561198050711686,0,0,0,0,0,0
76561198055352619,0,0,0,0,0,0
aldaruma,0,0,0,0,0,0
76561198089093825,0,0,0,0,0,0
metrodude,0,0,0,0,0,0
aleccazam,0,0,0,0,0,0
76561198012433642,0,0,0,0,0,0
76561198089591688,0,0,0,0,0,0
76561198074307507,0,0,0,0,0,0
76561198073601714,0,0,0,0,0,0
yisuschurches,0,0,0,0,0,0
76561198069511503,0,0,0,0,0,0
76561198101850632,0,0,0,0,0,0
76561198053482806,0,0,0,0,0,0
Gravyduck,0,0,0,0,0,0
76561198043191810,0,0,0,0,0,0
76561198073033965,0,0,0,0,0,0
alexkoolkid,0,0,0,0,0,0
NickiManaj2001,0,0,0,0,0,0
76561198088213120,0,0,0,0,0,0
76561198093464544,0,0,0,0,0,0
76561198052560332,0,0,0,0,0,0
76561198105241381,0,0,0,0,0,0
76561198026953406,0,0,0,0,0,0
AK-Puppets,0,0,0,0,0,0
toptinkerintheworld,0,0,0,0,0,0
dicksmegmacheese,0,0,0,0,0,0
CompoundGamingAlex,0,0,0,0,0,0
76561198060011847,0,0,0,0,0,0
76561198072609697,0,0,0,0,0,0
76561198046181604,0,0,0,0,0,0
VladimirShooting,0,0,0,0,0,0
76561198089153132,0,0,0,0,0,0
AlexLords98,0,0,0,0,0,0
76561198048637570,0,0,0,0,0,0
76561198061176807,0,0,0,0,0,0
76561198012716020,0,0,0,0,0,0
76561198074115920,0,0,0,0,0,0
76561198010797312,0,0,0,0,0,0
76561198076007905,0,0,0,0,0,0
76561198069116261,0,0,0,0,0,0
alfonsocf,0,0,0,0,0,0
alfieees,0,0,0,0,0,0
76561198088054470,0,0,0,0,0,0
thunderay,0,0,0,0,0,0
76561198096409003,0,0,0,0,0,0
76561198044699554,0,0,0,0,0,0
algojo,0,0,0,0,0,0
76561198018589800,0,0,0,0,0,0
76561198077180850,0,0,0,0,0,0
76561198076551327,0,0,0,0,0,0
76561198059532052,0,0,0,0,0,0
76561198068627832,0,0,0,0,0,0
76561198068107878,0,0,0,0,0,0
alienj17,0,0,0,0,0,0
76561198092230354,0,0,0,0,0,0
76561198077034425,0,0,0,0,0,0
76561198085677474,0,0,0,0,0,0
76561198038488099,0,0,0,0,0,0
76561198068822691,0,0,0,0,0,0
76561198066815460,0,0,0,0,0,0
fire_legend,0,0,0,0,0,0
76561198078309023,0,0,0,0,0,0
LittleJimjam,0,0,0,0,0,0
76561198133178615,0,0,0,0,0,0
76561197994543001,0,0,0,0,0,0
76561198006680001,0,0,0,0,0,0
diegobonulldo,0,0,0,0,0,0
thealleyways,0,0,0,0,0,0
Allgaier,0,0,0,0,0,0
76561198148944096,0,0,0,0,0,0
76561198086988616,0,0,0,0,0,0
76561198049698789,0,0,0,0,0,0
Almaster2607,0,0,0,0,0,0
EchoTheXIV,0,0,0,0,0,0
Viiro_dare,0,0,0,0,0,0
76561198030657312,0,0,0,0,0,0
yoloswager_808,0,0,0,0,0,0
76561198060266772,0,0,0,0,0,0
76561198100425496,0,0,0,0,0,0
76561198061658057,0,0,0,0,0,0
pinhogod,0,0,0,0,0,0
76561198048311062,0,0,0,0,0,0
76561198048495575,0,0,0,0,0,0
76561198063434081,0,0,0,0,0,0
DUCK_quief,0,0,0,0,0,0
76561198066209863,0,0,0,0,0,0
alpacabackpacker,0,0,0,0,0,0
mrruffles,0,0,0,0,0,0
76561198061332677,0,0,0,0,0,0
VortexZone,0,0,0,0,0,0
27073108,0,0,0,0,0,0
AlphyA,0,0,0,0,0,0
cj434a,0,0,0,0,0,0
76561198041193774,0,0,0,0,0,0
alphadrac,0,0,0,0,0,0
Alpha_Foxtrot_Cheesecake,0,0,0,0,0,0
oracle_of_zeus,0,0,0,0,0,0
76561198052404074,0,0,0,0,0,0
Alpha2749,0,0,0,0,0,0
AlphaVenon,0,0,0,0,0,0
76561198078370241,0,0,0,0,0,0
76561198068463342,0,0,0,0,0,0
addisoncurd,0,0,0,0,0,0
76561198029087410,0,0,0,0,0,0
AlexAlphaOmega,0,0,0,0,0,0
76561198128256666,0,0,0,0,0,0
76561198049949186,0,0,0,0,0,0
76561198075888299,0,0,0,0,0,0
76561198054552674,0,0,0,0,0,0
76561198115118104,0,0,0,0,0,0
Alpha_fox1,0,0,0,0,0,0
66839427,0,0,0,0,0,0
76561198073875953,0,0,0,0,0,0
luigi881,0,0,0,0,0,0
76561198041079278,0,0,0,0,0,0
FloppyGelopy,0,0,0,0,0,0
76561197979520990,0,0,0,0,0,0
76561198009856618,0,0,0,0,0,0
76561198001658156,0,0,0,0,0,0
76561197999532122,0,0,0,0,0,0
Althrone,0,0,0,0,0,0
76561198051566553,0,0,0,0,0,0
altoryu,0,0,0,0,0,0
76561198027553251,0,0,0,0,0,0
76561198068933870,0,0,0,0,0,0
hilgem,0,0,0,0,0,0
ELBIRDO,0,0,0,0,0,0
alvabur,0,0,0,0,0,0
76561198083800638,0,0,0,0,0,0
JVAM,0,0,0,0,0,0
76561198020484861,0,0,0,0,0,0
76561198034282512,0,0,0,0,0,0
AlwaysL216,0,0,0,0,0,0
2Degrees,0,0,0,0,0,0
11010011011,0,0,0,0,0,0
Alzucard,0,0,0,0,0,0
76561198058787085,0,0,0,0,0,0
76561198098425963,0,0,0,0,0,0
76561198082435870,0,0,0,0,0,0
76561198079610836,0,0,0,0,0,0
76561198063628233,0,0,0,0,0,0
TwoPixel,0,0,0,0,0,0
musicserender,0,0,0,0,0,0
76561198014662978,0,0,0,0,0,0
76561198054010455,0,0,0,0,0,0
76561198044507454,0,0,0,0,0,0
76561198061357064,0,0,0,0,0,0
AmbrosialPizza,0,0,0,0,0,0
E2rAmbrosio,0,0,0,0,0,0
76561197991055234,0,0,0,0,0,0
76561198059826538,0,0,0,0,0,0
76561198069663383,0,0,0,0,0,0
black_tears,0,0,0,0,0,0
76561197997014505,0,0,0,0,0,0
76561198062990133,0,0,0,0,0,0
76561198095238263,0,0,0,0,0,0
76561198095238263,0,0,0,0,0,0
76561198056469941,0,0,0,0,0,0
76561198089823257,0,0,0,0,0,0
iCoreyi,0,0,0,0,0,0
aussiecatdoll,0,0,0,0,0,0
76561198060027840,0,0,0,0,0,0
7Shadows,0,0,0,0,0,0
76561198077307220,0,0,0,0,0,0
amr_,0,0,0,0,0,0
amstelebomdemais,0,0,0,0,0,0
madflak,0,0,0,0,0,0
76561198095766026,0,0,0,0,0,0
artificiallightsource,0,0,0,0,0,0
OI_Jericho_IO,0,0,0,0,0,0
goryshark,0,0,0,0,0,0
76561198106837360,0,0,0,0,0,0
BaaBaaCowSheep,0,0,0,0,0,0
76561198068656400,0,0,0,0,0,0
76561198047698926,0,0,0,0,0,0
76561198038347125,0,0,0,0,0,0
76561198068126490,0,0,0,0,0,0
76561197989689547,0,0,0,0,0,0
nytewolfaa2k7,0,0,0,0,0,0
76561198072191892,0,0,0,0,0,0
twerdule,0,0,0,0,0,0
76561198073059315,0,0,0,0,0,0
76561198071677224,0,0,0,0,0,0
dracula871,0,0,0,0,0,0
andyp52,0,0,0,0,0,0
76561198014841100,0,0,0,0,0,0
Twisted-Fate,0,0,0,0,0,0
asteelrim,0,0,0,0,0,0
anarchyiscool,0,0,0,0,0,0
76561198053292293,0,0,0,0,0,0
anata-no-lucy,0,0,0,0,0,0
76561198091653882,0,0,0,0,0,0
76561198081412364,0,0,0,0,0,0
Gondolas,0,0,0,0,0,0
76561198058470460,0,0,0,0,0,0
xCubone,0,0,0,0,0,0
76561198082541950,0,0,0,0,0,0
76561198108045528,0,0,0,0,0,0
76561198083045884,0,0,0,0,0,0
Andalel,0,0,0,0,0,0
Andax,0,0,0,0,0,0
thedevilinsidebr,0,0,0,0,0,0
76561198108034200,0,0,0,0,0,0
Ando11,0,0,0,0,0,0
76561198075201826,0,0,0,0,0,0
shitmelnbonsays,0,0,0,0,0,0
76561198077820683,0,0,0,0,0,0
Ando11,0,0,0,0,0,0
76561198075201826,0,0,0,0,0,0
shitmelnbonsays,0,0,0,0,0,0
76561198077820683,0,0,0,0,0,0
76561198042544702,0,0,0,0,0,0
76561198078800007,0,0,0,0,0,0
76561198060565576,0,0,0,0,0,0
76561198018888268,0,0,0,0,0,0
76561198046970305,0,0,0,0,0,0
dankafiinet,0,0,0,0,0,0
Sir_Javier,0,0,0,0,0,0
76561198087192695,0,0,0,0,0,0
Andrewbt1,0,0,0,0,0,0
76561198057901632,0,0,0,0,0,0
76561198102969842,0,0,0,0,0,0
76561198068151838,0,0,0,0,0,0
76561198018535066,0,0,0,0,0,0
76561198066274616,0,0,0,0,0,0
76561198044684818,0,0,0,0,0,0
76561198064063056,0,0,0,0,0,0
kangdi,0,0,0,0,0,0
76561198010896799,0,0,0,0,0,0
76561198054034533,0,0,0,0,0,0
andybot1,0,0,0,0,0,0
76561198092265145,0,0,0,0,0,0
andyeyeye,0,0,0,0,0,0
Shandyroo,0,0,0,0,0,0
76561197973470219,0,0,0,0,0,0
76561198007437086,0,0,0,0,0,0
76561198083939925,0,0,0,0,0,0
76561198100311819,0,0,0,0,0,0
abhinavfire5,0,0,0,0,0,0
Aneirra,0,0,0,0,0,0
gusatun,0,0,0,0,0,0
anem_is,0,0,0,0,0,0
76561198057931112,0,0,0,0,0,0
76561198061608777,0,0,0,0,0,0
76561198087609061,0,0,0,0,0,0
76561198041994759,0,0,0,0,0,0
76561198021851822,0,0,0,0,0,0
andrewmin2,0,0,0,0,0,0
76561198064442424,0,0,0,0,0,0
angelo_,0,0,0,0,0,0
fite_mi_irl,0,0,0,0,0,0
angelliet,0,0,0,0,0,0
sgtrobi,0,0,0,0,0,0
universal_soldier,0,0,0,0,0,0
drmysterious,0,0,0,0,0,0
76561197985797191,0,0,0,0,0,0
runawayfetus1,0,0,0,0,0,0
76561198034713957,0,0,0,0,0,0
76561198034713957,0,0,0,0,0,0
76561198024697324,0,0,0,0,0,0
76561198089828906,0,0,0,0,0,0
AngryBurmese,0,0,0,0,0,0
76561198052418438,0,0,0,0,0,0
76561198060065895,0,0,0,0,0,0
angryfood2794,0,0,0,0,0,0
76561198055344737,0,0,0,0,0,0
76561198069005048,0,0,0,0,0,0
76561198047133648,0,0,0,0,0,0
76561198079345453,0,0,0,0,0,0
76561198046155575,0,0,0,0,0,0
76561198027855774,0,0,0,0,0,0
AngusTheCow,0,0,0,0,0,0
76561198244970548,0,0,0,0,0,0
76561198068413881,0,0,0,0,0,0
76561198043931088,0,0,0,0,0,0
76561198026711945,0,0,0,0,0,0
deafgirlsdoitbetter,0,0,0,0,0,0
Animax117,0,0,0,0,0,0
AstronautParty,0,0,0,0,0,0
Anime_Enthusiast,0,0,0,0,0,0
Mako-Attako,0,0,0,0,0,0
76561198035419587,0,0,0,0,0,0
76561198091895613,0,0,0,0,0,0
76561198051455544,0,0,0,0,0,0
tatazamak,0,0,0,0,0,0
anivr1n,0,0,0,0,0,0
76561198080957026,0,0,0,0,0,0
76561198064500763,0,0,0,0,0,0
76561198064072361,0,0,0,0,0,0
76561198045077883,0,0,0,0,0,0
iroverice169,0,0,0,0,0,0
ImTheCobra,0,0,0,0,0,0
76561198065159341,0,0,0,0,0,0
cadeinminecraft,0,0,0,0,0,0
76561198095919342,0,0,0,0,0,0
76561198059297514,0,0,0,0,0,0
76561198074945998,0,0,0,0,0,0
76561198093181366,0,0,0,0,0,0
76561198045174513,0,0,0,0,0,0
76561198100359114,0,0,0,0,0,0
Anonaxx,0,0,0,0,0,0
76561198074323268,0,0,0,0,0,0
76561198016307048,0,0,0,0,0,0
76561198047866465,0,0,0,0,0,0
anonymousHQ101,0,0,0,0,0,0
76561198085568434,0,0,0,0,0,0
76561198035400125,0,0,0,0,0,0
76561198027404648,0,0,0,0,0,0
anonnoob,0,0,0,0,0,0
76561198159701088,0,0,0,0,0,0
76561198042993298,0,0,0,0,0,0
7958724375897091,0,0,0,0,0,0
76561197992339098,0,0,0,0,0,0
76561198061728848,0,0,0,0,0,0
portal_2_3,0,0,0,0,0,0
76561198046217753,0,0,0,0,0,0
76561198045590598,0,0,0,0,0,0
76561197990934286,0,0,0,0,0,0
76561198075128902,0,0,0,0,0,0
76561198066676419,0,0,0,0,0,0
chicken44,0,0,0,0,0,0
fukum008,0,0,0,0,0,0
76561198054274862,0,0,0,0,0,0
76561198072030773,0,0,0,0,0,0
76561198027747982,0,0,0,0,0,0
Anthony03308,0,0,0,0,0,0
76561198058167449,0,0,0,0,0,0
76561198070967848,0,0,0,0,0,0
Anthous,0,0,0,0,0,0
76561198249473098,0,0,0,0,0,0
76561198057076744,0,0,0,0,0,0
76561198073062435,0,0,0,0,0,0
gilly11,0,0,0,0,0,0
76561198067361221,0,0,0,0,0,0
AntiLilac,0,0,0,0,0,0
76561198058821891,0,0,0,0,0,0
antithalian,0,0,0,0,0,0
Stuffishappening,0,0,0,0,0,0
76561198013658836,0,0,0,0,0,0
76561198084757464,0,0,0,0,0,0
76561198022191597,0,0,0,0,0,0
76561198074527099,0,0,0,0,0,0
76561198036955864,0,0,0,0,0,0
76561197993597357,0,0,0,0,0,0
76561198061002659,0,0,0,0,0,0
76561198054799789,0,0,0,0,0,0
Beeski,0,0,0,0,0,0
76561198048507792,0,0,0,0,0,0
anymartins,0,0,0,0,0,0
76561198066901506,0,0,0,0,0,0
Anywher,0,0,0,0,0,0
76561198053761623,0,0,0,0,0,0
76561198077387860,0,0,0,0,0,0
76561198038874141,0,0,0,0,0,0
nopls0000,0,0,0,0,0,0
76561198044306796,0,0,0,0,0,0
76561198040698681,0,0,0,0,0,0
kenjin102,0,0,0,0,0,0
76561198099467184,0,0,0,0,0,0
zaq23edcx,0,0,0,0,0,0
76561198063233789,0,0,0,0,0,0
76561198082833670,0,0,0,0,0,0
76561198072973126,0,0,0,0,0,0
wenbin190731,0,0,0,0,0,0
76561198099873970,0,0,0,0,0,0
EGGSaus,0,0,0,0,0,0
76561198256527570,0,0,0,0,0,0
MrSlmple,0,0,0,0,0,0
76561197995374318,0,0,0,0,0,0
76561198069107153,0,0,0,0,0,0
aperture_sandvich,0,0,0,0,0,0
ibeapexx,0,0,0,0,0,0
apexnao,0,0,0,0,0,0
mattytheratty888,0,0,0,0,0,0
76561198062115677,0,0,0,0,0,0
apietox,0,0,0,0,0,0
theapocalixto,0,0,0,0,0,0
76561198042712670,0,0,0,0,0,0
srjjdoborel,0,0,0,0,0,0
whafam,0,0,0,0,0,0
AppealingSoap,0,0,0,0,0,0
76561198020895359,0,0,0,0,0,0
76561198178738043,0,0,0,0,0,0
76561198074898069,0,0,0,0,0,0
applicious,0,0,0,0,0,0
76561198064704330,0,0,0,0,0,0
76561198041317838,0,0,0,0,0,0
76561198066460933,0,0,0,0,0,0
76561198095941934,0,0,0,0,0,0
AppleNoonga,0,0,0,0,0,0
apples_93,0,0,0,0,0,0
apl33z,0,0,0,0,0,0
76561198088515478,0,0,0,0,0,0
taproness,0,0,0,0,0,0
TotallyLegitInventory,0,0,0,0,0,0
76561198058185076,0,0,0,0,0,0
apsconsus,0,0,0,0,0,0
watermelon1298,0,0,0,0,0,0
Jepel,0,0,0,0,0,0
76561198046756899,0,0,0,0,0,0
76561198009266214,0,0,0,0,0,0
jtrkyr,0,0,0,0,0,0
76561198101889493,0,0,0,0,0,0
76561198093545411,0,0,0,0,0,0
76561198025914111,0,0,0,0,0,0
76561198083104626,0,0,0,0,0,0
Aquios1st,0,0,0,0,0,0
76561198013227556,0,0,0,0,0,0
76561198062105950,0,0,0,0,0,0
76561198098998419,0,0,0,0,0,0
76561198079424059,0,0,0,0,0,0
76561198079424059,0,0,0,0,0,0
Arberax,0,0,0,0,0,0
76561198073564394,0,0,0,0,0,0
TridentLake73,0,0,0,0,0,0
arbutix,0,0,0,0,0,0
76561198060394438,0,0,0,0,0,0
76561198051967707,0,0,0,0,0,0
76561198074482402,0,0,0,0,0,0
76561198081438573,0,0,0,0,0,0
76561198045345759,0,0,0,0,0,0
76561198092013490,0,0,0,0,0,0
76561198098851831,0,0,0,0,0,0
76561198073279614,0,0,0,0,0,0
Hammy989,0,0,0,0,0,0
76561198053168607,0,0,0,0,0,0
76561198039631435,0,0,0,0,0,0
thearcheo,0,0,0,0,0,0
itusedtobefr0st,0,0,0,0,0,0
archaenus,0,0,0,0,0,0
DerJagerMeister1,0,0,0,0,0,0
44845991789,0,0,0,0,0,0
TheGamerArchangelG,0,0,0,0,0,0
fasterthanlegal,0,0,0,0,0,0
76561198083628399,0,0,0,0,0,0
Johnnyv2016,0,0,0,0,0,0
76561198045249363,0,0,0,0,0,0
76561198070614734,0,0,0,0,0,0
76561198083121073,0,0,0,0,0,0
hamish89,0,0,0,0,0,0
76561198008721949,0,0,0,0,0,0
76561198084724668,0,0,0,0,0,0
76561198069594647,0,0,0,0,0,0
76561198076436360,0,0,0,0,0,0
76561198027562247,0,0,0,0,0,0
76561198102220716,0,0,0,0,0,0
ArchMans,0,0,0,0,0,0
Archimedesthemagicalbird,0,0,0,0,0,0
ArchyRival,0,0,0,0,0,0
ArcnetAnarchy,0,0,0,0,0,0
76561198074564693,0,0,0,0,0,0
arcshadowwolf,0,0,0,0,0,0
yaegerthearcticwolf,0,0,0,0,0,0
leafthehusky,0,0,0,0,0,0
76561198026335213,0,0,0,0,0,0
ArcticRanger,0,0,0,0,0,0
76561198082157912,0,0,0,0,0,0
maverickseraph,0,0,0,0,0,0
76561198037116178,0,0,0,0,0,0
Arensethar,0,0,0,0,0,0
tonut,0,0,0,0,0,0
76561198077202338,0,0,0,0,0,0
fraterNZ,0,0,0,0,0,0
76561198055178403,0,0,0,0,0,0
76561198039089071,0,0,0,0,0,0
mr_evolution,0,0,0,0,0,0
arhplay,0,0,0,0,0,0
arianx2000,0,0,0,0,0,0
76561197994101784,0,0,0,0,0,0
ariekae,0,0,0,0,0,0
76561198070994613,0,0,0,0,0,0
76561198067752729,0,0,0,0,0,0
76561198075629922,0,0,0,0,0,0
arionsteam,0,0,0,0,0,0
76561198040257934,0,0,0,0,0,0
chopochop,0,0,0,0,0,0
76561198072861800,0,0,0,0,0,0
arkray,0,0,0,0,0,0
Arkexes,0,0,0,0,0,0
luketowers,0,0,0,0,0,0
Arkvoir,0,0,0,0,0,0
76561198050135368,0,0,0,0,0,0
76561198021318238,0,0,0,0,0,0
76561198047117090,0,0,0,0,0,0
armanis6,0,0,0,0,0,0
76561198085013601,0,0,0,0,0,0
76561198022041802,0,0,0,0,0,0
76561198059618373,0,0,0,0,0,0
76561198018107220,0,0,0,0,0,0
ArnyPye,0,0,0,0,0,0
76561198020928326,0,0,0,0,0,0
76561198063479584,0,0,0,0,0,0
76561198071371513,0,0,0,0,0,0
76561198043466190,0,0,0,0,0,0
76561198039285324,0,0,0,0,0,0
76561198061040422,0,0,0,0,0,0
76561198105863599,0,0,0,0,0,0
76561198080632804,0,0,0,0,0,0
76561198036138459,0,0,0,0,0,0
76561198061373470,0,0,0,0,0,0
QuorthonValhalla1,0,0,0,0,0,0
76561197997844118,0,0,0,0,0,0
LOLATROLL,0,0,0,0,0,0
Arthadonis,0,0,0,0,0,0
arthmortal,0,0,0,0,0,0
arthurvien,0,0,0,0,0,0
arthur-dent,0,0,0,0,0,0
76561198090423756,0,0,0,0,0,0
arthurofficial,0,0,0,0,0,0
76561198047193875,0,0,0,0,0,0
SovietLobster,0,0,0,0,0,0
mpicanloscoquitos,0,0,0,0,0,0
artista69,0,0,0,0,0,0
76561198049753413,0,0,0,0,0,0
76561198089915749,0,0,0,0,0,0
76561198094695756,0,0,0,0,0,0
viceflin,0,0,0,0,0,0
81951366,0,0,0,0,0,0
ArytomTheRussian,0,0,0,0,0,0
76561198097281049,0,0,0,0,0,0
76561198060170945,0,0,0,0,0,0
76561198068349085,0,0,0,0,0,0
76561198059674188,0,0,0,0,0,0
EOQNSEI,0,0,0,0,0,0
asaelin,0,0,0,0,0,0
76561197965332011,0,0,0,0,0,0
_Ascension_,0,0,0,0,0,0
76561198081295106,0,0,0,0,0,0
ascnewton,0,0,0,0,0,0
air_damo,0,0,0,0,0,0
76561198019266968,0,0,0,0,0,0
DickTickler,0,0,0,0,0,0
76561198027077734,0,0,0,0,0,0
yeahasdf,0,0,0,0,0,0
Dragonzarefriendly,0,0,0,0,0,0
76561198090456315,0,0,0,0,0,0
asdryu,0,0,0,0,0,0
76561198060755634,0,0,0,0,0,0
pancake01,0,0,0,0,0,0
76561198073708111,0,0,0,0,0,0
76561198019099428,0,0,0,0,0,0
76561198054677784,0,0,0,0,0,0
76561198061996985,0,0,0,0,0,0
AnalDevistator,0,0,0,0,0,0
76561198053336377,0,0,0,0,0,0
76561198054453794,0,0,0,0,0,0
Ashenos,0,0,0,0,0,0
AsherFatin,0,0,0,0,0,0
AshphaltT2,0,0,0,0,0,0
76561198071743655,0,0,0,0,0,0
76561198086319709,0,0,0,0,0,0
SequinMilkshakes,0,0,0,0,0,0
76561198163811649,0,0,0,0,0,0
09879655452567,0,0,0,0,0,0
76561198049864872,0,0,0,0,0,0
76561198074241763,0,0,0,0,0,0
ThatAsianOne,0,0,0,0,0,0
hugomb,0,0,0,0,0,0
76561198097034946,0,0,0,0,0,0
76561198076291236,0,0,0,0,0,0
76561198066447796,0,0,0,0,0,0
76561198044439739,0,0,0,0,0,0
76561198058329541,0,0,0,0,0,0
tommycao,0,0,0,0,0,0
76561198089834976,0,0,0,0,0,0
76561198049918344,0,0,0,0,0,0
76561198096038814,0,0,0,0,0,0
OfficialBread,0,0,0,0,0,0
kydmar,0,0,0,0,0,0
ostrichcsgo,0,0,0,0,0,0
Asreonix,0,0,0,0,0,0
hemcom,0,0,0,0,0,0
76561198073493920,0,0,0,0,0,0
76561198016170713,0,0,0,0,0,0
76561198060486109,0,0,0,0,0,0
76561198102477915,0,0,0,0,0,0
76561198081669697,0,0,0,0,0,0
76561198079365188,0,0,0,0,0,0
Assasindie,0,0,0,0,0,0
Assassin-Derp,0,0,0,0,0,0
76561198058912511,0,0,0,0,0,0
76561198101976562,0,0,0,0,0,0
76561198091734917,0,0,0,0,0,0
76561198066805291,0,0,0,0,0,0
AssassinGamerzHD,0,0,0,0,0,0
AssassinTG,0,0,0,0,0,0
76561198083206007,0,0,0,0,0,0
AssaultBird,0,0,0,0,0,0
S810sWolf,0,0,0,0,0,0
76561198032752949,0,0,0,0,0,0
therandomdood,0,0,0,0,0,0
Lizaya,0,0,0,0,0,0
76561198069621555,0,0,0,0,0,0
NachoRugOwl,0,0,0,0,0,0
1231343263534243534,0,0,0,0,0,0
iamthefuckingmagicman,0,0,0,0,0,0
aromph,0,0,0,0,0,0
Xynont_Nightray,0,0,0,0,0,0
0-3-0,0,0,0,0,0,0
Strikeria,0,0,0,0,0,0
76561198023404604,0,0,0,0,0,0
76561198068150429,0,0,0,0,0,0
dedaffa,0,0,0,0,0,0
therealastraa,0,0,0,0,0,0
76561198002240486,0,0,0,0,0,0
76561198054044232,0,0,0,0,0,0
76561198106203134,0,0,0,0,0,0
76561198046478538,0,0,0,0,0,0
76561198079891580,0,0,0,0,0,0
76561198063374862,0,0,0,0,0,0
thattechgamer99,0,0,0,0,0,0
76561198096442982,0,0,0,0,0,0
astronaut_nate,0,0,0,0,0,0
Astronelson,0,0,0,0,0,0
LeAstroPudding,0,0,0,0,0,0
LeAstroPudding,0,0,0,0,0,0
s_gaitt,0,0,0,0,0,0
76561198006455664,0,0,0,0,0,0
76561198072415259,0,0,0,0,0,0
76561198071576223,0,0,0,0,0,0
76561198022370487,0,0,0,0,0,0
76561198088410602,0,0,0,0,0,0
richbags12,0,0,0,0,0,0
Ataskuri,0,0,0,0,0,0
76561198068082545,0,0,0,0,0,0
76561198078987650,0,0,0,0,0,0
athena8987,0,0,0,0,0,0
76561198098145127,0,0,0,0,0,0
76561198067743578,0,0,0,0,0,0
91828382991,0,0,0,0,0,0
rnldcris51,0,0,0,0,0,0
jehdo,0,0,0,0,0,0
76561198189794995,0,0,0,0,0,0
76561198092379288,0,0,0,0,0,0
76561198098479489,0,0,0,0,0,0
Diotoir,0,0,0,0,0,0
76561198083376999,0,0,0,0,0,0
atomicdominator,0,0,0,0,0,0
76561198054981238,0,0,0,0,0,0
76561198042409458,0,0,0,0,0,0
76561198028928753,0,0,0,0,0,0
76561198017386525,0,0,0,0,0,0
76561198054599203,0,0,0,0,0,0
76561197991491281,0,0,0,0,0,0
fuckyoualnahyan,0,0,0,0,0,0
PiDiMo,0,0,0,0,0,0
76561198113662788,0,0,0,0,0,0
76561198055307813,0,0,0,0,0,0
deadinfinity,0,0,0,0,0,0
76561198049739471,0,0,0,0,0,0
76561198072955822,0,0,0,0,0,0
76561198112905151,0,0,0,0,0,0
76561198046145782,0,0,0,0,0,0
aldogamer,0,0,0,0,0,0
Auralux,0,0,0,0,0,0
zoobledooble,0,0,0,0,0,0
HumpALump,0,0,0,0,0,0
brendan_auri,0,0,0,0,0,0
Panda_Boots,0,0,0,0,0,0
76561198058168124,0,0,0,0,0,0
_aurra_,0,0,0,0,0,0
76561198082263984,0,0,0,0,0,0
AuzDomination,0,0,0,0,0,0
76561198040659577,0,0,0,0,0,0
76561198069566821,0,0,0,0,0,0
AusMadDog,0,0,0,0,0,0
76561198040659577,0,0,0,0,0,0
76561198069566821,0,0,0,0,0,0
AusMadDog,0,0,0,0,0,0
76561198073224032,0,0,0,0,0,0
AusRomper,0,0,0,0,0,0
AUSSAYE,0,0,0,0,0,0
76561198080804547,0,0,0,0,0,0
76561197995898858,0,0,0,0,0,0
Aussie_Dildo,0,0,0,0,0,0
79666777777777777777777,0,0,0,0,0,0
76561198062665871,0,0,0,0,0,0
76561198070802131,0,0,0,0,0,0
Aussie-Player,0,0,0,0,0,0
AussieAidan,0,0,0,0,0,0
ostendorph,0,0,0,0,0,0
pwnstarleader,0,0,0,0,0,0
76561198073672681,0,0,0,0,0,0
AussieGrimm,0,0,0,0,0,0
aussieliam,0,0,0,0,0,0
76561198087315458,0,0,0,0,0,0
76561198058410324,0,0,0,0,0,0
RebbitTheRebbit,0,0,0,0,0,0
AusSoldier224,0,0,0,0,0,0
76561198054263529,0,0,0,0,0,0
76561198060311770,0,0,0,0,0,0
76561198099290537,0,0,0,0,0,0
76561198095846852,0,0,0,0,0,0
AustralianBarbarian,0,0,0,0,0,0
76561198047693569,0,0,0,0,0,0
76561198023788935,0,0,0,0,0,0
76561198086870166,0,0,0,0,0,0
76561198042174844,0,0,0,0,0,0
76561198060172909,0,0,0,0,0,0
autismothe1,0,0,0,0,0,0
76561198059496770,0,0,0,0,0,0
Winkster,0,0,0,0,0,0
MrGoldenGaytime,0,0,0,0,0,0
Big_Turkey,0,0,0,0,0,0
76561198120435703,0,0,0,0,0,0
76561198070616218,0,0,0,0,0,0
76561197988786035,0,0,0,0,0,0
76561198004626467,0,0,0,0,0,0
AutoKills,0,0,0,0,0,0
76561198063318130,0,0,0,0,0,0
76561198069591770,0,0,0,0,0,0
auzou,0,0,0,0,0,0
76561198046729618,0,0,0,0,0,0
76561198095257483,0,0,0,0,0,0
76561198042945948,0,0,0,0,0,0
76561198066447730,0,0,0,0,0,0
AvadaKedav,0,0,0,0,0,0
Avantex,0,0,0,0,0,0
V1RUS02,0,0,0,0,0,0
AvatarICEMAN,0,0,0,0,0,0
76561198041009166,0,0,0,0,0,0
