user_id,price,items_count,recommend
76561198044788018,9.99,61.0,1.0
Tony-Rabbot,29.99,57.0,1.0
76561198072362918,14.99,114.0,0.0
76561198271002791,7.99,3.0,1.0
76561198040571967,4.99,33.0,0.0
76561198089060061,2.99,56.0,1.0
76561198075581042,4.99,168.0,1.0
76561198081901873,9.99,12.0,0.0
_ndsa,3.99,777.0,0.0
76561198049374991,16.99,29.0,1.0
76561198098897897,4.99,0.0,1.0
76561198083743113,3.99,118.0,1.0
76561198213178349,2.99,6.0,1.0
mexicandinosaur_,12.99,119.0,1.0
76561198071757033,4.99,161.0,1.0
STRAYAAAM8,0.99,21.0,1.0
76561198054719518,1.99,59.0,1.0
76561198063343009,5.99,80.0,1.0
mgmt40,0.99,29.0,1.0
76561198055815784,1.99,347.0,1.0
76561198057967308,24.99,263.0,1.0
MRKCAT,1.99,55.0,0.0
Minerz0,0.99,58.0,1.0
TheEnglishGerman,19.99,149.0,0.0
76561198006016224,15.99,0.0,1.0
Michael__James,2.99,675.0,1.0
76561198051434566,0.99,75.0,1.0
76561198012577253,4.68,23.0,1.0
76561198058247995,0.99,164.0,1.0
hosqueen,2.99,106.0,1.0
76561198019583170,4.99,46.0,1.0
76561197979956729,4.99,49.0,1.0
Argentomanwe,7.99,180.0,1.0
76561198035600754,19.99,0.0,1.0
mickot,5.99,155.0,1.0
walsheys,0.99,110.0,1.0
76561198043779241,6.99,179.0,1.0
76561198036605322,4.99,0.0,1.0
76561198023589554,2.99,223.0,1.0
76561197971982117,0.99,71.0,1.0
lolijuygter,1.99,0.0,1.0
spartan7126,14.99,90.0,1.0
rangobango,9.99,0.0,1.0
76561198063122053,12.99,13.0,1.0
76561198065137041,12.99,115.0,0.0
microgrape,4.99,23.0,1.0
76561198086194246,10.99,88.0,1.0
76561198064629436,1.99,0.0,1.0
76561198040024490,3.99,105.0,1.0
76561198055989393,7.99,52.0,1.0
76561198053711199,14.99,134.0,0.0
76561198043532486,99.99,121.0,0.0
MidnightEmperor,4.99,145.0,1.0
midniteviii,14.99,143.0,1.0
76561198102371011,4.99,0.0,1.0
midwa,4.99,0.0,1.0
76561198047883840,4.99,13.0,0.0
blackxxworm,0.99,69.0,1.0
mightysparks,9.99,513.0,1.0
76561198094782691,11.99,36.0,1.0
LoLHysterics,4.99,27.0,1.0
76561198094782691,0.99,36.0,1.0
LoLHysterics,34.99,27.0,1.0
369231461278416,24.99,127.0,1.0
OfficialMiKapp1t,9.99,397.0,0.0
76561198025103132,7.99,0.0,0.0
drawsacartoon,9.99,0.0,1.0
76561198049569614,3.99,93.0,1.0
76561198088116776,0.99,124.0,1.0
tyansteRR199,9.99,115.0,1.0
76561198045661299,0.99,46.0,1.0
76561198062595804,6.99,86.0,1.0
zaaikbr,19.99,77.0,1.0
djdeceit,24.99,20.0,1.0
mikeyg74,12.99,1259.0,1.0
76561198032169662,4.99,58.0,1.0
mikey_8625,11.99,0.0,1.0
76561198090934983,1.99,44.0,1.0
mikkazx,3.99,143.0,1.0
76561198090869260,14.99,52.0,1.0
MiklePikle,9.99,103.0,0.0
76561197976633290,9.99,74.0,1.0
stopstalkingmypagefuckers,14.99,37.0,1.0
Milkshakes-,0.99,202.0,1.0
76561198083542505,9.99,97.0,1.0
76561197995283311,0.99,0.0,1.0
mralldeezy,9.99,67.0,1.0
Milun,5.99,82.0,1.0
76561197987766332,7.99,9.0,0.0
anthMC,0.99,155.0,1.0
76561198081808516,14.99,41.0,1.0
76561198073032053,9.99,22.0,1.0
76561198045077912,9.99,49.0,1.0
76561198092574945,4.99,134.0,1.0
76561198078718666,6.99,0.0,1.0
showkekung,3.99,81.0,1.0
76561198019938571,2.99,0.0,1.0
76561198084667711,4.99,106.0,1.0
TheMinerlaxx,12.99,47.0,1.0
76561198068588447,4.99,19.0,1.0
mingoko,10.99,64.0,1.0
76561198066306064,4.99,88.0,1.0
76561198046730356,1.99,86.0,1.0
76561198010129122,1.99,62.0,1.0
76561198042839144,19.99,404.0,1.0
Minismee,12.99,74.0,1.0
miniteeks,14.99,157.0,0.0
76561198092735015,9.99,59.0,1.0
76561198092735015,9.99,59.0,1.0
76561198079694867,6.99,25.0,1.0
76561197994690938,5.99,100.0,1.0
theHALOgod10159,12.99,36.0,1.0
MintBerrryCrunch,2.99,79.0,1.0
76561198086470800,8.99,0.0,1.0
Miracle_GGF,4.99,713.0,1.0
iOAzureus,9.99,73.0,1.0
mirki411,0.99,54.0,1.0
76561198086290000,39.99,19.0,1.0
76561198016217730,99.99,0.0,1.0
24532453,14.99,134.0,0.0
Bunderama,3.99,53.0,1.0
76561198013908664,0.99,172.0,1.0
76561198037278513,1.99,179.0,1.0
akaNoodleBox,9.99,108.0,1.0
76561198065168512,1.99,0.0,1.0
MissSquischie,3.99,92.0,0.0
76561198063914266,4.99,1.0,1.0
76561198061858672,1.99,47.0,1.0
theunicornius,2.99,67.0,1.0
76561198027456893,9.99,232.0,1.0
76561198085800221,2.99,40.0,1.0
76561198088873301,14.99,215.0,1.0
mistermooth,9.99,653.0,0.0
mistystriker,5.99,877.0,1.0
76561198191010871,12.99,17.0,1.0
76561198093360199,14.99,397.0,1.0
76561198072413761,1.99,41.0,1.0
76561198063017014,4.99,6.0,1.0
mithriel,0.99,66.0,1.0
mitox211,49.99,6.0,1.0
TumbleweedCorp,1.99,0.0,1.0
76561197995163667,17.99,315.0,1.0
76561198061039342,2.99,77.0,1.0
s2mixer,7.99,24.0,1.0
76561198068345592,4.99,66.0,1.0
mjoz,6.99,699.0,1.0
76561198101495569,2.99,6.0,1.0
76561198086176890,7.99,12.0,1.0
76561198000443786,4.99,102.0,1.0
ML8989,9.99,160.0,1.0
Shohmyooh127,4.99,47.0,1.0
76561198079297665,8.99,155.0,1.0
76561197969361001,9.99,61.0,0.0
multinationalcorporation,3.99,69.0,1.0
multinationalcorporation,4.99,69.0,1.0
Le-Mocha,0.99,263.0,1.0
76561198059020961,0.99,58.0,1.0
76561198087000982,4.99,71.0,0.0
abcddbca,9.99,79.0,1.0
76561198315999327,0.99,2.0,1.0
76561198089576005,17.99,44.0,1.0
MoeyFDA,14.99,29.0,1.0
repulsestar,4.99,20.0,1.0
76561198079365687,2.99,0.0,1.0
76561198061867856,19.99,63.0,1.0
76561198088745442,9.99,80.0,1.0
76561198081989763,1.99,96.0,1.0
76561198066621462,5.99,104.0,1.0
76561198072850898,14.99,50.0,1.0
76561198066506757,19.99,322.0,1.0
76561198073942894,4.99,18.0,1.0
humanuahumanauamahu,49.99,50.0,1.0
76561197967626505,0.99,0.0,1.0
76561198055408000,9.99,264.0,1.0
76561198326180109,0.99,0.0,1.0
76561198068538521,14.99,25.0,1.0
Momijio,2.99,125.0,1.0
Ritomomo,1.99,125.0,1.0
flame1312,9.99,83.0,1.0
mocha_desire,14.99,52.0,1.0
76561198025910899,5.99,39.0,1.0
76561197974894521,5.99,193.0,1.0
76561198066185088,4.99,57.0,1.0
money_madman,0.99,122.0,1.0
76561198057742339,39.99,56.0,1.0
76561198078763729,14.99,30.0,1.0
76561198064197054,12.99,34.0,1.0
Qwagnoy,59.99,72.0,1.0
monkeypumper,6.99,43.0,1.0
76561198060233096,2.99,10.0,1.0
76561198078155892,3.99,48.0,1.0
migrated,4.99,161.0,1.0
76561198007197223,4.99,0.0,1.0
76561198063877093,0.99,58.0,1.0
monsieurlamb,29.99,96.0,0.0
76561198006550034,34.99,152.0,1.0
76561198075902896,3.99,58.0,1.0
76561198008197478,0.99,89.0,1.0
mazkg,4.99,93.0,1.0
76561198096302531,0.99,4.0,1.0
SteamMooch,2.99,55.0,0.0
76561198046906455,1.99,110.0,1.0
moon910,39.99,50.0,1.0
76561198041436694,14.99,7.0,1.0
76561198079882851,9.99,312.0,1.0
76561198084001780,2.99,0.0,0.0
jeffyusohansam,1.99,252.0,1.0
76561198056747623,2.99,67.0,1.0
76561198064148060,17.99,226.0,1.0
SuperBeardMan,0.99,174.0,1.0
jerrygetajob,14.99,0.0,1.0
anonymoosebrony,2.99,468.0,1.0
Mo0shi,4.99,292.0,1.0
76561198068721113,1.99,11.0,0.0
76561198051567275,49.99,0.0,0.0
76561198062575422,44.99,0.0,1.0
76561198068809841,4.99,73.0,1.0
76561198041971225,14.99,157.0,0.0
76561198056265599,1.99,109.0,0.0
76561198064283266,5.99,138.0,1.0
76561198027143116,0.99,58.0,1.0
76561198052118118,2.99,256.0,0.0
morristein,0.99,141.0,1.0
morrysrs,19.99,31.0,1.0
76561197999129447,14.99,37.0,1.0
TheSquirrelflightgaming,3.99,54.0,1.0
76561198067003552,4.99,42.0,1.0
76561198079803067,4.99,40.0,1.0
BlooperDooper,4.99,83.0,1.0
76561198079348388,1.99,69.0,1.0
76561198085868530,0.99,18.0,1.0
Moskyto,10.99,183.0,1.0
76561198025379621,19.99,60.0,1.0
76561198034277356,4.99,156.0,1.0
motev,4.99,448.0,1.0
motherFUQ,9.99,0.0,1.0
DGuacamole,0.99,231.0,1.0
MythicGamer,1.99,56.0,1.0
76561198086204791,4.99,71.0,0.0
76561198077820909,7.99,46.0,1.0
mottboxx,0.99,136.0,1.0
76561197960721600,2.99,31.0,1.0
76561198023381153,14.99,0.0,1.0
76561198039231873,4.99,98.0,1.0
76561198066676657,24.99,52.0,1.0
76561198013432172,9.99,291.0,1.0
76561198008783917,4.99,963.0,1.0
MOwneZ,4.99,108.0,1.0
hjkld,9.99,200.0,1.0
Mozness,9.99,0.0,1.0
mozzie-killer,6.99,146.0,0.0
misterjr,6.99,151.0,1.0
NaVinci,6.99,57.0,1.0
76561198050364144,8.99,85.0,1.0
76561198064438745,4.99,102.0,1.0
theoretical_xp,0.99,360.0,0.0
76561198071159917,4.99,146.0,1.0
tanderskaife,9.99,439.0,1.0
ILYOTT,14.99,0.0,1.0
xsandman326,29.99,0.0,0.0
76561198043821248,19.99,113.0,1.0
76561198069996415,9.99,34.0,1.0
iiFizzy,2.99,34.0,1.0
mgooisu,2.99,577.0,1.0
13199708,0.99,139.0,1.0
Mr_Hentai,0.99,327.0,1.0
76561198106372759,11.99,12.0,1.0
76561198038335577,6.99,278.0,1.0
Mr_ISH,7.99,814.0,1.0
76561197998655584,9.99,29.0,1.0
76561198079739489,2.99,15.0,1.0
vipersnews,9.99,95.0,1.0
ronnietran,7.99,291.0,0.0
76561198070880531,4.99,30.0,1.0
KingMadness,19.99,261.0,1.0
76561198082970395,16.99,17.0,1.0
76561198069545441,1.99,51.0,1.0
76561197995905411,0.99,121.0,1.0
Assassin53D,9.99,213.0,0.0
gettingrobbed,0.99,0.0,0.0
MRMitchGamez,39.99,91.0,1.0
76561198048002281,0.99,80.0,0.0
The-Moose,0.99,201.0,1.0
nedwardned,9.99,88.0,1.0
76561198068159383,4.99,261.0,1.0
ThaSpaceSloth,6.99,29.0,1.0
76561198055324551,5.99,81.0,1.0
76561198068186452,4.99,90.0,1.0
76561198049277266,19.99,24.0,0.0
roflan8er,13.99,139.0,0.0
Sicbanterads,9.99,25.0,0.0
76561198040576691,3.99,0.0,1.0
76561198119479617,24.99,0.0,1.0
76561198028407473,0.99,35.0,1.0
76561198051365434,24.99,50.0,1.0
76561198059017416,4.99,37.0,1.0
76561198063510182,9.99,73.0,1.0
barrythebreadinspector,3.99,99.0,1.0
76561198068549385,2.99,12.0,1.0
76561198027457835,12.99,303.0,1.0
76561198077602243,39.99,0.0,1.0
GreatShot,29.99,55.0,1.0
76561197982302189,24.99,266.0,0.0
snruby,4.99,284.0,1.0
76561198065477312,5.99,183.0,1.0
fantastic_pootis,14.99,38.0,1.0
2000jtc,9.99,60.0,1.0
evolnomad,4.99,22.0,1.0
76561198052516290,5.99,65.0,0.0
76561198087597572,1.99,12.0,1.0
76561198011911132,2.99,14.0,1.0
76561198045148009,19.99,146.0,0.0
76561198082227157,3.99,77.0,1.0
76561198083899583,0.99,14.0,1.0
76561198060407498,4.99,64.0,1.0
76561198050246852,0.99,133.0,1.0
qwertybmwh1994,1.99,602.0,1.0
76561198018772441,9.99,259.0,1.0
madmanmax120,1.99,145.0,1.0
travisty98,2.99,218.0,1.0
76561198090461345,3.99,127.0,1.0
MrEdskiies,9.99,201.0,1.0
76561198091368660,0.99,37.0,1.0
mrzorg,1.99,0.0,1.0
i_dont_give_a_jacks_ass,9.99,58.0,1.0
bigodo,10.99,321.0,1.0
76561198027828967,4.99,323.0,1.0
koongod01,1.99,116.0,1.0
cc2015,19.99,227.0,1.0
76561198105743297,0.99,47.0,1.0
76561198046405403,4.99,77.0,1.0
mresprofile,7.99,38.0,1.0
76561198044898688,0.99,50.0,1.0
Heartinrock,1.99,29.0,1.0
76561198098553595,7.99,0.0,1.0
MrMilitary,4.99,70.0,1.0
76561198092742456,2.99,38.0,1.0
Unskillful_killer,3.99,63.0,1.0
76561198088930910,4.99,58.0,1.0
76561198093790723,4.99,48.0,1.0
Eosoforcus,0.99,277.0,1.0
76561198077720539,0.99,24.0,1.0
MrAH2010,12.99,49.0,1.0
MrAle,7.99,107.0,1.0
76561198068099487,29.99,2.0,0.0
76561198048422544,0.99,19.0,0.0
cliffxd,19.99,49.0,1.0
ItalianFoddConsumerGaming,59.99,77.0,1.0
76561198084496260,4.99,94.0,1.0
MrEdIsAHorse,4.99,192.0,1.0
mrfreshasian,12.99,246.0,1.0
76561198062490293,4.99,195.0,0.0
MrGrapeGaming,7.99,0.0,0.0
mrjosheyhalo,2.99,163.0,1.0
76561198072207614,11.99,57.0,1.0
Flammin_Gallah,6.99,155.0,1.0
76561198077361167,14.99,0.0,1.0
76561198046080051,4.99,31.0,1.0
MRmeohme,1.99,74.0,1.0
mrmutantduck,4.99,422.0,1.0
76561198019019838,2.99,420.0,1.0
namormaka,9.99,36.0,1.0
76561198045563565,2.99,20.0,1.0
76561198058333765,4.99,28.0,1.0
76561198087629781,14.99,136.0,1.0
MOnkeyASS12,2.99,19.0,1.0
TheREDPHOENIX,9.99,68.0,1.0
MrShiro,1.99,63.0,1.0
76561198050311180,0.99,264.0,1.0
76561198045792460,0.99,59.0,1.0
76561198072602529,1.99,63.0,1.0
76561198071111349,1.99,0.0,1.0
leanmeanmeme,6.99,44.0,1.0
mrxnjono,2.99,291.0,1.0
76561198047568437,2.99,0.0,1.0
mrpickle,1.99,518.0,1.0
mr_non_member,5.99,109.0,1.0
76561198095344279,1.99,5.0,1.0
Noodles4Dayz,1.99,283.0,1.0
ms6001,19.99,79.0,1.0
12312341244123,2.99,50.0,0.0
76561198074356093,1.99,14.0,1.0
msoles7,4.99,313.0,1.0
76561198025090424,9.99,29.0,1.0
76561198050454962,19.99,30.0,1.0
76561198099492735,14.99,8.0,1.0
Mtmnt,2.99,0.0,1.0
mtmoss,29.99,100.0,1.0
76561198025024573,4.99,38.0,1.0
76561198036812588,3.99,0.0,1.0
76561197992371119,14.99,16.0,1.0
76561198030084558,8.99,113.0,1.0
Muchs,9.99,137.0,1.0
76561197960877501,9.99,0.0,0.0
mudcrabwarrior,3.99,79.0,1.0
lljkmuddyfunster,0.99,0.0,1.0
Mudkipfied,0.99,58.0,0.0
MuellerJ7,1.39,361.0,1.0
76561198083097986,9.99,52.0,0.0
76561198058195962,1.99,55.0,1.0
76561198050962270,19.99,45.0,1.0
76561198077898598,2.99,142.0,1.0
76561198030769891,2.99,138.0,1.0
muglol,3.99,238.0,1.0
mukanyawest,2.99,41.0,1.0
76561198067412704,10.99,106.0,1.0
76561198061745619,14.99,30.0,1.0
mulusssssss,7.99,27.0,1.0
76561198043907528,2.99,65.0,0.0
MumboBros,1.99,131.0,1.0
76561198131801482,4.99,0.0,1.0
fukdahpolice,6.99,6.0,1.0
76561198102267790,9.99,52.0,1.0
76561198068189169,0.99,70.0,1.0
76561197961222930,1.99,22.0,0.0
76561198059829512,5.99,72.0,1.0
76561198051772312,3.99,85.0,1.0
76561198044866763,0.99,20.0,1.0
Murderousbinkie,5.99,528.0,1.0
Kingsley101010,9.99,63.0,1.0
Murdocgreenskin,9.99,96.0,1.0
76561198060031056,39.99,60.0,1.0
Murgic,10.99,76.0,1.0
76561198081495549,19.99,10.0,0.0
Murix,4.99,312.0,1.0
76561197983046427,1.99,0.0,1.0
76561198055372696,12.99,67.0,1.0
mushyii,9.99,129.0,1.0
76561198049652401,3.99,326.0,1.0
mutiez,9.99,123.0,1.0
Mutant115,3.99,154.0,1.0
mutatedwombat,5.99,829.0,1.0
76561198101351746,7.99,0.0,1.0
76561198072803728,9.99,29.0,1.0
muwthree,2.99,136.0,1.0
76561198056543650,4.99,34.0,1.0
muzz,4.99,144.0,1.0
muzz007202,0.99,119.0,1.0
muzzamilo,9.99,25.0,1.0
76561198040960504,19.99,0.0,1.0
76561198071418893,19.99,28.0,1.0
76561198097151393,9.99,43.0,1.0
76561198098027263,4.99,31.0,1.0
mwlucky,13.99,83.0,1.0
MXCapturing,1.99,0.0,0.0
76561198062451247,0.99,55.0,1.0
MXKiN,6.99,402.0,1.0
76561198053865864,3.99,43.0,1.0
76561198048641171,5.99,52.0,1.0
76561198031799936,3.99,187.0,1.0
76561198092511029,5.99,96.0,1.0
McWelshmen,6.99,67.0,0.0
BoysInBlue,9.99,9.0,1.0
gilly143,0.99,14.0,0.0
76561198051443764,6.99,8.0,1.0
myevoker,14.99,721.0,1.0
MyrtleMe,9.99,47.0,1.0
Myst95,0.99,17.0,1.0
76561198094264350,2.99,31.0,1.0
76561198094507877,49.99,54.0,1.0
Mystery_seeker,0.99,104.0,1.0
76561198091853211,1.99,25.0,1.0
Standin_Legolas,6.99,33.0,1.0
76561198181829522,6.99,16.0,1.0
Mystic_Duck,7.99,82.0,1.0
pandabear6921,14.99,69.0,0.0
Mysticallbullet57,9.99,146.0,1.0
Mystimatic,3.0,23.0,1.0
76561198061830226,1.99,86.0,1.0
mythilas,11.99,78.0,0.0
mythicbruh,1.99,33.0,1.0
76561198057418960,3.99,24.0,1.0
76561198060438024,9.99,90.0,1.0
NATETHEGOD,0.99,191.0,1.0
76561198074550265,14.99,70.0,1.0
ss3e,4.99,167.0,1.0
Yichenzbj,18.99,201.0,0.0
stormwolf_101,2.99,70.0,1.0
76561197996157332,5.99,0.0,0.0
Arishaz,19.99,113.0,1.0
ryanirons2,19.99,157.0,1.0
N47H4NI3L,12.99,59.0,1.0
Epicalness,9.99,147.0,0.0
76561198040844729,4.99,412.0,1.0
Ridim201,19.99,57.0,1.0
76561198050122465,8.99,166.0,1.0
morttos,2.99,55.0,1.0
D3ad3n3,4.99,299.0,1.0
megatr0n69,2.99,639.0,1.0
76561198206561980,4.99,42.0,1.0
76561198206561980,0.99,42.0,1.0
76561198066578269,4.99,89.0,0.0
NaigHikariYami,9.99,315.0,1.0
nain1,0.99,70.0,1.0
RealAdam,6.99,155.0,1.0
astronomicalnecronaut,3.99,229.0,1.0
76561198103117909,2.99,61.0,1.0
76561198043467516,6.99,0.0,1.0
4n0m4ly,5.99,78.0,1.0
76561198102792703,4.99,30.0,1.0
76561197961051810,19.99,170.0,1.0
muffinsmushrooms,4.99,0.0,1.0
76561198080556299,1.99,108.0,1.0
76561198012258242,2.99,0.0,1.0
nulloness,3.99,11.0,1.0
nulloPi,1.99,427.0,1.0
76561198052909583,9.99,86.0,1.0
76561198025419296,4.99,19.0,1.0
Napalm_,3.99,81.0,1.0
76561198014177534,2.99,82.0,1.0
Napstabooks,3.99,6.0,1.0
76561198081019354,3.99,16.0,1.0
Naranjita3560,19.99,199.0,1.0
76561198066254470,9.99,0.0,1.0
76561198067269516,2.99,45.0,1.0
narrth,11.99,351.0,1.0
shannonyo,6.99,68.0,1.0
76561198054591317,3.99,162.0,1.0
76561197993092594,1.99,0.0,1.0
76561198045305227,9.99,0.0,1.0
76561198021849809,9.99,0.0,1.0
ThingyBloop,3.99,130.0,0.0
Red_Ballon,14.99,13.0,1.0
76561198069614103,4.99,51.0,1.0
diSEMBOWELMENTAU,13.99,204.0,0.0
76561198063403881,12.99,19.0,0.0
natedogg_holder,19.99,53.0,0.0
BleedingClear,0.99,0.0,1.0
natfaulk,4.99,117.0,1.0
76561198019191136,0.99,94.0,1.0
76561198046359931,1.99,39.0,1.0
nathaniielll,29.99,32.0,1.0
76561198067988181,4.99,2.0,1.0
NationalProtocol,24.99,131.0,1.0
76561198088231449,1.99,26.0,1.0
76561198081808267,29.99,51.0,1.0
76561198079365271,2.99,55.0,1.0
76561198074411307,3.99,0.0,1.0
natsudrgneel,2.99,139.0,1.0
76561198071109367,7.99,61.0,1.0
knivesmakemefast,9.99,90.0,0.0
76561197989888449,2.99,36.0,1.0
eduardo281,4.99,92.0,1.0
Jayden2242,13.99,432.0,1.0
76561198051379013,9.99,145.0,1.0
76561198076124708,29.99,7.0,1.0
Isestorm,4.99,66.0,1.0
NavisTheNoob,1.99,26.0,0.0
navish1,2.99,115.0,1.0
CaptainMustanG,29.99,0.0,1.0
Zewaffleman,1.99,340.0,1.0
xXNaxoXx,9.99,192.0,1.0
XxnaytexX,7.99,51.0,1.0
nazz223,4.99,17.0,0.0
nazztic,4.99,110.0,1.0
76561198015847149,9.99,85.0,1.0
76561198039554958,1.99,117.0,1.0
neatht,4.99,117.0,1.0
Flamesoul22,0.99,298.0,1.0
76561198042039201,19.99,102.0,0.0
nonooblol,14.99,68.0,1.0
76561198025503374,4.99,173.0,1.0
Vileshadow,2.99,232.0,1.0
76561198025504906,15.99,77.0,1.0
imprisonmike,4.99,74.0,1.0
76561198092994886,9.99,137.0,1.0
76561197970542592,1.99,273.0,1.0
76561198043685536,14.99,66.0,1.0
76561198055862537,19.99,36.0,1.0
NedSilver,4.99,60.0,1.0
76561198018687985,5.99,94.0,1.0
DonGusto,0.99,53.0,1.0
76561198062883260,2.99,6.0,1.0
heilighter,4.99,0.0,1.0
76561197991718935,4.99,14.0,0.0
76561198036775398,14.99,67.0,0.0
76561198081732050,14.99,43.0,0.0
76561198074301386,4.99,83.0,1.0
ale_xandao,0.99,35.0,1.0
76561198083293252,10.99,95.0,1.0
EstGamingGG,9.99,169.0,1.0
terencemok,19.99,110.0,1.0
banterlop,9.99,97.0,1.0
npeppers,9.99,103.0,1.0
76561198080296502,12.99,19.0,0.0
Nemuaus,2.99,161.0,1.0
DG143,9.99,107.0,1.0
76561198004821435,19.99,363.0,1.0
neoisthe1,9.99,0.0,1.0
ne21,0.99,580.0,1.0
76561198088027331,2.99,31.0,1.0
76561198106211399,9.99,55.0,1.0
TheOneTurino,1.99,104.0,1.0
76561198059511869,7.99,58.0,1.0
76561198090785024,39.99,15.0,1.0
booyah999,0.99,152.0,1.0
Glitchhog,9.99,50.0,1.0
76561198030429063,6.99,0.0,1.0
H2Oblivion,7.99,74.0,1.0
200220006,2.99,139.0,1.0
76561198063825731,4.99,0.0,1.0
chloejacobsx,19.99,1003.0,1.0
76561198052380738,11.99,62.0,1.0
76561198075244761,4.99,122.0,1.0
76561198042332404,7.99,99.0,1.0
slartbox1,2.99,46.0,1.0
bunnycarrots,19.99,83.0,1.0
N3R0777,7.99,114.0,1.0
76561198131841535,14.99,50.0,1.0
2unimaginative4u,3.99,23.0,1.0
thetimegoesfastxd77,9.99,83.0,1.0
derpderpderpherp,11.99,27.0,0.0
BobloskiIndustries,19.99,278.0,1.0
76561198080982427,26.99,11.0,1.0
eazc,0.99,84.0,0.0
76561197972017423,9.99,0.0,1.0
76561198019970090,19.99,0.0,0.0
76561197960277635,2.99,42.0,0.0
76561198049511816,3.99,98.0,1.0
Wheretherainbowsleeps,14.99,92.0,0.0
Lord_Goateus,9.99,0.0,1.0
nvrbd,2.99,59.0,1.0
76561198056964108,2.99,0.0,1.0
76561198069017806,14.99,17.0,1.0
nevets28,12.99,44.0,1.0
rickharrisonpawnshop,9.99,173.0,1.0
76561197969407671,2.99,116.0,1.0
Newboy65,4.99,598.0,1.0
76561198038021106,19.99,185.0,1.0
76561198065425354,4.99,84.0,1.0
nex9,4.99,189.0,1.0
Tander09,19.99,0.0,1.0
76561198046367351,9.99,108.0,1.0
210519992016,0.99,84.0,1.0
hokimleong,29.99,22.0,1.0
76561198048430868,19.99,75.0,1.0
76561198068922396,0.99,5.0,1.0
76561198057691157,4.99,20.0,1.0
76561198115853213,399.0,0.0,1.0
76561198055367802,2.99,67.0,1.0
76561198039503420,39.99,132.0,1.0
niceone12345,14.99,0.0,1.0
76561198040914212,3.99,124.0,1.0
76561198085067028,4.99,21.0,1.0
Nick_S,9.99,127.0,1.0
noizypuppy,4.99,159.0,1.0
mr_pie_nice_cheese,3.99,244.0,1.0
76561198026090080,2.99,224.0,1.0
76561198068629778,3.99,142.0,1.0
76561198030373834,0.99,47.0,1.0
76561198048001555,2.99,100.0,1.0
nickflig,4.99,268.0,1.0
76561198105153545,0.99,27.0,1.0
76561198062718030,1.99,69.0,1.0
12345678989,2.99,0.0,1.0
nicko9701,39.99,134.0,1.0
76561198057944974,2.99,0.0,1.0
76561198073838674,9.99,16.0,1.0
Tossthefeathers,0.99,0.0,1.0
swagking1996,1.99,79.0,1.0
76561197993036741,0.99,0.0,0.0
SECHSACHTACHT,9.99,34.0,1.0
nic2339,4.99,106.0,1.0
niggadave2,19.99,190.0,0.0
76561198057784104,1.99,93.0,1.0
night0fdarknes5,5.99,230.0,1.0
ClamALone,5.99,13.0,1.0
76561198067485186,3.99,174.0,1.0
76561198094304449,9.99,63.0,0.0
DramaLlamaYoutube,8.99,70.0,1.0
76561198120107003,9.99,0.0,1.0
gameoverk,49.99,0.0,0.0
Illuminationz,1.99,94.0,1.0
QuenchingAlarm1,5.99,146.0,1.0
76561198057178210,2.99,21.0,1.0
76561198046211315,4.99,174.0,1.0
76561198078497791,4.99,0.0,1.0
76561198068521607,3.99,16.0,1.0
76561198056336341,4.99,59.0,1.0
AsunaSempaii,12.99,20.0,1.0
76561198033173262,4.99,71.0,1.0
76561198047367837,0.99,0.0,1.0
Nikavek,9.99,458.0,1.0
nikhilOCE,4.99,241.0,1.0
Underpaidassassin,9.99,0.0,1.0
76561198084173195,5.99,0.0,0.0
TFWUMastab82Sanic,2.99,425.0,1.0
76561198079521222,1.99,230.0,1.0
yosoygenial,8.99,50.0,1.0
yosoygenial,2.99,50.0,0.0
76561198058151834,2.99,0.0,1.0
76561198081711671,11.99,192.0,1.0
76561198036617399,99.99,116.0,1.0
76561198043464234,5.99,132.0,1.0
76561198083596903,4.99,54.0,1.0
76561198092381867,3.99,66.0,0.0
ozeyeball,29.99,179.0,1.0
76561198057993553,2.99,0.0,1.0
AllBlack117,6.99,91.0,1.0
76561198039861201,14.99,55.0,1.0
suitingn,6.99,488.0,1.0
76561198031630419,1.99,28.0,1.0
76561198054581453,3.99,60.0,1.0
76561198005864754,4.99,52.0,0.0
76561198156882880,3.99,23.0,1.0
NintySoft77,9.99,86.0,1.0
76561198078390373,4.99,51.0,1.0
76561198074464808,0.99,116.0,0.0
76561198013059927,4.99,0.0,1.0
76561198045789242,9.99,74.0,1.0
Nipsey,1.99,1750.0,1.0
maayte,0.99,67.0,1.0
Nirvesta,4.99,520.0,1.0
Nishanji,0.99,60.0,1.0
76561198049952737,14.99,124.0,1.0
76561198085249560,4.99,18.0,1.0
NitoBurrito,39.99,0.0,1.0
Nitro212,2.99,82.0,1.0
Nivean,4.99,122.0,0.0
76561198027275511,49.99,35.0,1.0
urosh998,14.99,117.0,1.0
Nixus6,3.99,178.0,1.0
76561198067947102,9.99,17.0,1.0
76561198081411567,12.99,28.0,1.0
76561198048412445,1.99,43.0,1.0
newtwu,11.99,121.0,0.0
BarryMannilol,1.99,153.0,1.0
76561198068529924,1.99,29.0,1.0
Ka2Dx,9.99,142.0,1.0
angia93,7.99,236.0,1.0
76561198087612890,2.99,58.0,1.0
76561198064893805,9.99,107.0,1.0
76561198100073311,19.99,0.0,0.0
76561198088826448,9.99,19.0,1.0
